campaignID,campaign_duration,total_users,total_promo_cost,total_real_money,total_amount,total_gross_revenue,campaign_total_net_profit,overall_roi,npu_volume,npu_avg_retention_rate,camp_total_cac_30d,camp_total_crc_30d,camp_gross_ltv_30d,camp_net_ltv_30d,camp_gross_ltv_total,camp_total_net_ltv,npu_elite_ratio,npu_hunter_ratio,epu_volume,epu_real_money,epu_arpu,epu_reactivation_count,npu_acquisition_velocity,epu_contribution_ratio,campaign_name,roi_status,npu_quality_score,epu_quality_score,business_impact_score,total_cqi
8911,41,4,40000,3133936,3173936,31739.36,-8260.64,-0.20651599999999998,2.0,1.0,20000.0,5000.0,93744.36,68744.36,266897.16000000003,241897.16000000003,0.5,0.0,2.0,2272000.0,1136000.0,0.0,0.04878048780487805,0.5,Camp_8911,Lỗ,85.00000000000001,100.0,7.3869844750384575,56.95479379001539
8300,176,2558,76860000,1558561851,1635421851,16354218.51,-60505781.49,-0.7872206803278688,1261.0,0.7224425059476606,37830000.0,17430340.0,26709824.94,-28550515.06,51999536.25,-9389013.749999998,0.14195083267248215,0.0015860428231562252,1297.0,329305369.0,253897.7401696222,0.0,7.1647727272727275,0.5070367474589523,Camp_8300,Lỗ,60.348929421094375,100.0,28.695439509798582,55.61774757235718
9268,67,7,105000,2267128,2372128,23721.28,-81278.72,-0.7740830476190477,2.0,1.0,30000.0,30000.0,37706.0,-22294.0,120196.0,50196.0,0.5,0.0,5.0,1246628.0,249325.6,0.0,0.029850746268656716,0.7142857142857143,Camp_9268,Lỗ,85.00000000000001,100.0,2.0899443023837483,54.83597772095351
8954,84,25,750000,9953000,10703000,107030.0,-642970.0,-0.8572933333333334,2.0,1.0,60000.0,115000.0,22304.77,-152695.23,22304.77,-152695.23,0.5,0.0,23.0,9244000.0,401913.04347826086,0.0,0.023809523809523808,0.92,Camp_8954,Lỗ,85.00000000000001,100.0,1.4973437166737391,54.598937486669506
9648,24,4,60000,726000,786000,7860.0,-52140.0,-0.869,2.0,1.0,30000.0,20000.0,18516.0,-31484.0,36317.57,-33682.43,0.5,0.0,2.0,303000.0,151500.0,0.0,0.08333333333333333,0.5,Camp_9648,Lỗ,85.00000000000001,100.0,1.1674048228021077,54.46696192912085
8901,123,46,230000,22379000,22609000,226090.0,-3910.0,-0.017,29.0,0.896551724137931,145000.0,63000.0,528544.81,320544.81,759424.12,511424.12,0.3448275862068966,0.0,17.0,8619000.0,507000.0,0.0,0.23577235772357724,0.3695652173913043,Camp_8901,Lỗ,75.17241379310344,100.0,9.606279193276942,53.911477194552155
9526,11,22,250000,1488400,1738400,17384.0,-232616.0,-0.930464,1.0,1.0,10000.0,0.0,2066.05,-7933.95,3042.25,-6957.75,1.0,0.0,21.0,1466400.0,69828.57142857143,3.0,0.09090909090909091,0.9545454545454546,Camp_9526,Lỗ,100.0,66.03174603174604,0.7789642713575141,53.517934914892216
7424,109,1620,56700000,584574889,641274889,6412748.890000001,-50287251.11,-0.8869003723104056,451.0,0.8470066518847007,15785000.0,34585970.0,6131256.23,-44239713.77,12478548.16,-41043791.84,0.09090909090909091,0.031042128603104215,1169.0,383671146.0,328204.57313943544,0.0,4.137614678899083,0.721604938271605,Camp_7424,Lỗ,64.45676274944569,100.0,17.931455207357995,52.95528718272148
8833,25,12,180000,3514000,3694000,36940.0,-143060.0,-0.7947777777777778,3.0,1.0,45000.0,64000.0,29714.4,-79285.6,125158.93,-138841.07,0.3333333333333333,0.0,9.0,2769000.0,307666.6666666667,0.0,0.12,0.75,Camp_8833,Lỗ,80.0,100.0,1.948045492621424,52.77921819704857
8934,134,1394,48790000,384816391,433606391,4336063.91,-44453936.09,-0.9111280198811232,182.0,0.8351648351648352,6370000.0,7198530.0,1828743.32,-11739786.68,2547256.73,-11595561.27,0.16483516483516483,0.03296703296703297,1212.0,312790858.0,258078.26567656765,0.0,1.3582089552238805,0.8694404591104734,Camp_8934,Lỗ,66.04395604395604,100.0,15.336019591661984,52.551990254247215
8958,18,3,45000,213000,258000,2580.0,-42420.0,-0.9426666666666667,1.0,1.0,15000.0,30000.0,18942.0,-26058.0,18942.0,-26058.0,1.0,0.0,2.0,129000.0,64500.0,0.0,0.05555555555555555,0.6666666666666666,Camp_8958,Lỗ,100.0,60.99290780141844,0.46532436900773233,52.384711307886775
8930,133,304,3040000,48845967,51885967,518859.67,-2521140.33,-0.8293224769736842,16.0,0.9375,160000.0,152990.0,170709.57,-142280.43,240446.78,-142543.22,0.3125,0.0,288.0,44891392.0,155872.88888888888,0.0,0.12030075187969924,0.9473684210526315,Camp_8930,Lỗ,76.25,100.0,4.683244308580165,52.37329772343207
9251,22,10,100000,660600,760600,7606.0,-92394.0,-0.92394,1.0,1.0,10000.0,10000.0,2990.0,-17010.0,7471.900000000001,-12528.099999999999,1.0,0.0,9.0,562600.0,62511.11111111111,0.0,0.045454545454545456,0.9,Camp_9251,Lỗ,100.0,59.112161807197275,0.7144799094860826,52.108224325233884
10464,17,246,2460000,172334704,174794704,1747947.04,-712052.96,-0.2894524227642276,1.0,1.0,10000.0,0.0,5852.37,-4147.63,5852.37,-4147.63,0.0,0.0,245.0,172284900.0,703203.6734693878,0.0,0.058823529411764705,0.9959349593495935,Camp_10464,Lỗ,70.0,100.0,9.14397929752122,51.65759171900849
9140,66,659,9885000,88424042,98309042,983090.42,-8901909.58,-0.9005472513909965,24.0,1.0,360000.0,1992500.0,205428.07,-2147071.93,336538.95,-2419961.05,0.08333333333333333,0.08333333333333333,635.0,85735589.0,135016.67559055117,0.0,0.36363636363636365,0.9635811836115327,Camp_9140,Lỗ,70.83333333333334,100.0,7.734181206706728,51.427005816016035
10046,23,7,140000,12668584,12808584,128085.84,-11914.160000000003,-0.08510114285714288,1.0,1.0,20000.0,0.0,40597.48,20597.480000000003,41238.1,21238.1,0.0,0.0,6.0,11125235.0,1854205.8333333333,1.0,0.043478260869565216,0.8571428571428571,Camp_10046,Lỗ,70.0,100.0,8.558293478539225,51.423317391415694
8937,116,147,2940000,192225324,195165324,1951653.24,-988346.76,-0.3361723673469388,24.0,0.8333333333333334,480000.0,431990.0,809343.46,-102646.53999999996,1337781.66,395791.66000000003,0.2916666666666667,0.0,123.0,148746560.0,1209321.6260162601,0.0,0.20689655172413793,0.8367346938775511,Camp_8937,Lỗ,70.41666666666666,100.0,7.668058851562781,51.23389020729178
6312,194,66,465000,11405258,11870258,118702.58,-346297.42,-0.7447256344086021,12.0,1.0,60000.0,65000.0,43411.13,-81588.87,43411.13,-81588.87,0.16666666666666666,0.0,54.0,11030258.0,204264.03703703705,0.0,0.061855670103092786,0.8181818181818182,Camp_6312,Lỗ,75.0,100.0,2.9837491063468056,51.193499642538725
8928,133,249,2490000,168026005,170516005,1705160.05,-784839.95,-0.3151967670682731,52.0,0.8076923076923077,520000.0,527000.0,874033.81,-172966.19,1479693.23,215993.23000000007,0.28846153846153844,0.0,197.0,131169729.0,665836.1878172589,0.0,0.39097744360902253,0.7911646586345381,Camp_8928,Lỗ,69.03846153846153,100.0,8.93371776504149,51.188871721401206
8985,56,512,10240000,71433448,81673448,816734.48,-9423265.52,-0.9202407734375,69.0,1.0,1380000.0,15125900.0,1632061.99,-14873838.01,2309526.55,-15711813.45,0.028985507246376812,0.014492753623188406,443.0,60543204.0,136666.37471783295,0.0,1.2321428571428572,0.865234375,Camp_8985,Lỗ,70.57971014492753,100.0,6.009058372636343,50.63550740702555
9605,29,40,600000,14795400,15395400,153954.0,-446046.0,-0.74341,3.0,0.6666666666666666,45000.0,12000.0,19799.0,-37201.0,19799.0,-37201.0,0.6666666666666666,0.0,37.0,13622500.0,368175.6756756757,0.0,0.10344827586206896,0.925,Camp_9605,Lỗ,73.33333333333334,100.0,2.723678174985756,50.42280460332765
9519,27,220,3300000,131629139,134929139,1349291.3900000001,-1950708.6099999999,-0.5911238212121211,1.0,1.0,15000.0,0.0,3000.0,-12000.0,3000.0,-12000.0,0.0,0.0,219.0,131544139.0,600658.1689497717,0.0,0.037037037037037035,0.9954545454545455,Camp_9519,Lỗ,70.0,100.0,6.039383842630959,50.41575353705238
8267,18,6,90000,2510000,2600000,26000.0,-64000.0,-0.7111111111111111,3.0,0.6666666666666666,45000.0,30000.0,21421.7,-53578.3,81460.15000000001,-16639.849999999995,0.6666666666666666,0.0,3.0,1085000.0,361666.6666666667,0.0,0.16666666666666666,0.5,Camp_8267,Lỗ,73.33333333333334,100.0,2.6706641517133107,50.40159899401867
8811,26,18,360000,9362904,9722904,97229.04000000001,-262770.95999999996,-0.7299193333333333,3.0,0.6666666666666666,60000.0,100000.0,53526.03,-106473.97,116827.07,-124172.93,0.6666666666666666,0.0,15.0,7186111.0,479074.06666666665,0.0,0.11538461538461539,0.8333333333333334,Camp_8811,Lỗ,73.33333333333334,100.0,2.619820900273504,50.381261693442745
7426,106,978,19580000,116891556,136471556,1364715.56,-18215284.44,-0.93030053319714,26.0,0.8461538461538461,520000.0,1637000.0,221479.08000000002,-1935520.92,439311.25,-1812688.75,0.11538461538461539,0.07692307692307693,952.0,111456611.0,117076.27205882352,0.0,0.24528301886792453,0.9734151329243353,Camp_7426,Lỗ,64.23076923076923,100.0,10.797263401427058,50.01121305287852
7425,108,1064,21480000,108470208,129950208,1299502.08,-20180497.92,-0.9395017653631286,81.0,0.8395061728395061,1620000.0,7369000.0,873638.1900000001,-8115361.81,1708248.85,-7907751.15,0.12345679012345678,0.024691358024691357,983.0,99351766.0,101069.95523906409,0.0,0.75,0.9238721804511278,Camp_7425,Lỗ,65.18518518518519,95.57442575798024,11.611969425633449,49.833746995923505
6313,201,31,310000,13630734,13940734,139407.34,-170592.66,-0.5502989032258064,1.0,1.0,10000.0,74000.0,6135.27,-77864.73,6135.27,-77864.73,0.0,0.0,30.0,13386882.0,446229.4,0.0,0.004975124378109453,0.967741935483871,Camp_6313,Lỗ,70.0,100.0,4.442357496126949,49.77694299845078
8589,35,1331,66650000,841455473,908105473,9081054.73,-57568945.269999996,-0.8637501165791447,1171.0,0.7139197267292912,58550000.0,19090890.0,14544709.35,-63096180.65,38912121.63,-51405963.37,0.13236549957301452,0.018787361229718188,160.0,79106035.0,494412.71875,0.0,33.457142857142856,0.12021036814425244,Camp_8589,Lỗ,59.291204099060636,100.0,15.120715623907573,49.76476788918728
8936,134,901,18020000,99521414,117541414,1175414.1400000001,-16844585.86,-0.9347716903440622,23.0,0.8695652173913043,460000.0,1343000.0,731447.39,-1071552.61,1005833.86,-822166.1399999999,0.08695652173913043,0.08695652173913043,878.0,96252047.0,109626.47722095672,0.0,0.17164179104477612,0.974472807991121,Camp_8936,Lỗ,64.34782608695653,100.0,9.948497358205692,49.718529378064886
8248,22,1656,83400000,842860007,926260007,9262600.07,-74137399.93,-0.8889376490407674,1460.0,0.6636986301369863,73000000.0,20382320.0,15740149.49,-77642170.51,49438863.62,-61792072.379999995,0.10821917808219178,0.023972602739726026,196.0,71168608.0,363105.14285714284,0.0,66.36363636363636,0.11835748792270531,Camp_8248,Lỗ,55.95205479452054,100.0,18.289529035594658,49.696633532046086
8898,98,191,965000,106839142,107804142,1078041.42,113041.41999999993,0.11714136787564759,171.0,0.6666666666666666,855000.0,1347000.0,1932332.1600000001,-269667.83999999997,2443017.55,101017.55000000005,0.27485380116959063,0.0,20.0,12379447.0,618972.35,0.0,1.7448979591836735,0.10471204188481675,Camp_8898,Lãi,61.57894736842104,100.0,12.384913901678415,49.58554450803978
7427,97,310,6200000,395420781,401620781,4016207.81,-2183792.19,-0.3522245467741935,63.0,0.8253968253968254,1260000.0,8599000.0,2283880.0100000002,-7575119.99,5364385.58,-4800444.42,0.1111111111111111,0.0,247.0,289854245.0,1173498.967611336,0.0,0.6494845360824743,0.7967741935483871,Camp_7427,Lỗ,64.6031746031746,100.0,9.22523592892638,49.53136421284039
7625,67,9,225000,11421000,11646000,116460.0,-108540.0,-0.4824,8.0,0.75,200000.0,144000.0,250953.11,-93046.89,760426.72,347426.72000000003,0.375,0.0,1.0,1019000.0,1019000.0,0.0,0.11940298507462686,0.1111111111111111,Camp_7625,Lỗ,68.75,100.0,4.849299517725681,49.43971980709027
7431,83,583,5850000,109169153,115019153,1150191.53,-4699808.47,-0.8033860632478632,32.0,0.875,320000.0,4828990.0,467072.80000000005,-4681917.2,538175.1900000001,-4813384.8100000005,0.0625,0.0,551.0,101756977.0,184676.90925589835,0.0,0.3855421686746988,0.9451114922813036,Camp_7431,Lỗ,65.625,100.0,7.850045000701841,49.39001800028073
9985,22,5,50000,226000,276000,2760.0,-47240.0,-0.9448,1.0,1.0,10000.0,0.0,1490.0,-8510.0,1490.0,-8510.0,1.0,0.0,4.0,194000.0,48500.0,0.0,0.045454545454545456,0.8,Camp_9985,Lỗ,100.0,45.8628841607565,0.4662516306705544,49.35907748441952
8224,193,96,1330000,32687159,34017159,340171.59,-989828.4099999999,-0.744231887218045,1.0,1.0,10000.0,50000.0,7705.81,-52294.19,7705.81,-52294.19,0.0,0.0,95.0,32219130.0,339148.7368421053,0.0,0.0051813471502590676,0.9895833333333334,Camp_8224,Lỗ,70.0,100.0,3.3027181517619333,49.32108726070477
8722,28,209,3150000,9214840,12364840,123648.40000000001,-3026351.6,-0.9607465396825398,1.0,1.0,15000.0,82000.0,18044.32,-78955.68,69676.62,-174323.38,1.0,0.0,208.0,9169840.0,44085.769230769234,0.0,0.03571428571428571,0.9952153110047847,Camp_8722,Lỗ,100.0,41.68867066739407,2.454009753383992,49.31933803483241
8929,105,111,2775000,179025720,181800720,1818007.2,-956992.8,-0.3448622702702703,55.0,0.8,1375000.0,295000.0,1874726.1300000001,204726.13000000003,3565349.0100000002,1645349.01,0.2,0.0,56.0,94040415.0,1679293.125,0.0,0.5238095238095238,0.5045045045045045,Camp_8929,Lỗ,66.0,100.0,7.209275348375488,49.2837101393502
8533,70,100,1080000,23301752,24381752,243817.52000000002,-836182.48,-0.774243037037037,2.0,1.0,20000.0,127000.0,5318.9400000000005,-141681.06,5698.9400000000005,-156301.06,0.0,0.0,98.0,23225703.0,236996.9693877551,0.0,0.02857142857142857,0.98,Camp_8533,Lỗ,70.0,100.0,3.062876477788406,49.225150591115366
10129,31,32,640000,18310285,18950285,189502.85,-450497.15,-0.703901796875,1.0,1.0,20000.0,0.0,7697.22,-12302.779999999999,10697.22,-9302.78,0.0,0.0,31.0,17984234.0,580136.5806451613,5.0,0.03225806451612903,0.96875,Camp_10129,Lỗ,70.0,100.0,3.010769615420829,49.204307846168334
8257,1,2,10000,325772,335772,3357.7200000000003,-6642.28,-0.6642279999999999,1.0,1.0,5000.0,21000.0,11381.74,-14618.26,44785.83,3785.8300000000017,1.0,0.0,1.0,42118.0,42118.0,0.0,1.0,0.5,Camp_8257,Lỗ,100.0,39.827895981087465,3.0689043789285524,49.19314094778891
9738,53,194,2985000,29990165,32975165,329751.65,-2655248.35,-0.8895304355108878,1.0,1.0,15000.0,0.0,5772.17,-9227.83,5772.17,-9227.83,0.0,0.0,193.0,29796991.0,154388.55440414508,0.0,0.018867924528301886,0.9948453608247423,Camp_9738,Lỗ,70.0,100.0,2.9654390677010496,49.18617562708042
9578,29,10,200000,5832500,6032500,60325.0,-139675.0,-0.698375,2.0,1.0,40000.0,100000.0,28254.0,-111746.0,42451.0,-137549.0,0.0,0.0,8.0,3903300.0,487912.5,0.0,0.06896551724137931,0.8,Camp_9578,Lỗ,70.0,100.0,2.832145368963885,49.13285814758555
7432,78,204,4080000,29863150,33943150,339431.5,-3740568.5,-0.9168060049019607,2.0,1.0,40000.0,410000.0,44248.270000000004,-405751.73,62616.75,-417383.25,0.0,0.0,202.0,29259150.0,144847.27722772278,0.0,0.02564102564102564,0.9901960784313726,Camp_7432,Lỗ,70.0,100.0,2.8141464880258797,49.12565859521035
8938,129,889,26730000,115258128,141988128,1419881.28,-25310118.72,-0.9468806105499439,10.0,0.9,300000.0,705000.0,108404.83,-896595.1699999999,113204.83,-891795.1699999999,0.0,0.1,879.0,113908999.0,129589.30489192264,0.0,0.07751937984496124,0.9887514060742407,Camp_8938,Lỗ,63.0,100.0,9.709082082720883,49.08363283308836
8587,23,18,360000,5381000,5741000,57410.0,-302590.0,-0.8405277777777778,9.0,0.8888888888888888,180000.0,225000.0,65747.63,-339252.37,221734.61000000002,-436255.39,0.2222222222222222,0.0,9.0,2634000.0,292666.6666666667,0.0,0.391304347826087,0.5,Camp_8587,Lỗ,71.1111111111111,100.0,1.5813987943325576,49.077003962177464
8945,134,361,7220000,47577050,54797050,547970.5,-6672029.5,-0.9241038088642659,35.0,0.9714285714285714,700000.0,918960.0,3661067.59,2042107.5899999999,5171238.57,3536278.57,0.2857142857142857,0.02857142857142857,326.0,28767300.0,88243.25153374232,0.0,0.26119402985074625,0.9030470914127424,Camp_8945,Lỗ,76.57142857142857,83.44515511464995,4.390645296464079,49.07386057008706
7624,107,890,22350000,574632966,596982966,5969829.66,-16380170.34,-0.7328935275167785,361.0,0.7368421052631579,9025000.0,5475490.0,4787729.0200000005,-9712760.98,13270583.77,-4086886.23,0.13850415512465375,0.008310249307479225,529.0,341560828.0,645672.6427221172,0.0,3.3738317757009346,0.5943820224719101,Camp_7624,Lỗ,60.83102493074792,100.0,11.72852870147382,49.023821452888704
8947,65,3,600000,16086240,16686240,166862.4,-433137.6,-0.721896,1.0,1.0,200000.0,60000.0,42451.24,-217548.76,42451.24,-217548.76,0.0,0.0,2.0,12266000.0,6133000.0,0.0,0.015384615384615385,0.6666666666666666,Camp_8947,Lỗ,70.0,100.0,2.5379793255208765,49.01519173020835
8677,32,11,165000,4061238,4226238,42262.38,-122737.62,-0.7438643636363637,1.0,1.0,15000.0,0.0,6493.96,-8506.04,7343.96,-7656.04,0.0,0.0,10.0,3499842.0,349984.2,0.0,0.03125,0.9090909090909091,Camp_8677,Lỗ,70.0,100.0,2.415556660161148,48.96622266406446
8935,135,1134,22720000,106097814,128817814,1288178.1400000001,-21431821.86,-0.9433020184859154,43.0,0.8604651162790697,860000.0,2205970.0,638392.41,-2427577.59,1046082.9400000001,-2121887.06,0.13953488372093023,0.06976744186046512,1091.0,101690968.0,93208.95325389551,1.0,0.31851851851851853,0.9620811287477954,Camp_8935,Lỗ,65.81395348837209,88.14085414079955,12.309736713967409,48.87764690909571
10142,48,111,1680000,18618472,20298472,202984.72,-1477015.28,-0.8791757619047619,1.0,1.0,15000.0,15000.0,2795.02,-27204.98,2795.02,-27204.98,0.0,0.0,110.0,18383970.0,167127.0,0.0,0.020833333333333332,0.990990990990991,Camp_10142,Lỗ,70.0,100.0,2.1929952261608516,48.87719809046434
8507,51,122,11820000,113190500,125010500,1250105.0,-10569895.0,-0.8942381556683587,1.0,1.0,30000.0,290000.0,14598.35,-305401.65,24190.5,-340809.5,0.0,0.0,121.0,112970500.0,933640.4958677687,0.0,0.0196078431372549,0.9918032786885246,Camp_8507,Lỗ,70.0,100.0,2.1668410421681044,48.86673641686724
6317,33,108,4730000,52110979,56840979,568409.79,-4161590.21,-0.8798287970401691,1.0,1.0,10000.0,90000.0,9247.85,-90752.15,9247.85,-90752.15,0.0,0.0,107.0,51930979.0,485336.2523364486,0.0,0.030303030303030304,0.9907407407407407,Camp_6317,Lỗ,70.0,100.0,2.1554309937406266,48.86217239749625
8595,27,33,660000,12336367,12996367,129963.67,-530036.33,-0.8030853484848485,1.0,1.0,20000.0,9000.0,2353.5,-26646.5,3804.5,-26185.5,0.0,0.0,32.0,12286542.0,383954.4375,0.0,0.037037037037037035,0.9696969696969697,Camp_8595,Lỗ,70.0,100.0,2.090085292288931,48.83603411691557
9958,26,110,1650000,9401817,11051817,110518.17,-1539481.83,-0.933019290909091,3.0,1.0,45000.0,399400.0,33795.04,-410604.96,35641.54,-408758.46,0.3333333333333333,0.0,107.0,9143774.0,85455.83177570094,0.0,0.11538461538461539,0.9727272727272728,Camp_9958,Lỗ,80.0,80.80929718742405,1.6770197705976102,48.83266734572385
10610,10,34,850000,14019009,14869009,148690.09,-701309.91,-0.8250704823529412,1.0,1.0,25000.0,15000.0,5601.91,-34398.09,5601.91,-34398.09,0.0,0.0,33.0,13601166.0,412156.54545454547,0.0,0.1,0.9705882352941176,Camp_10610,Lỗ,70.0,100.0,1.894160673801169,48.75766426952047
7066,69,2,20000,386500,406500,4065.0,-15935.0,-0.79675,1.0,1.0,10000.0,0.0,910.0,-9090.0,910.0,-9090.0,0.0,0.0,1.0,327500.0,327500.0,0.0,0.014492753623188406,0.5,Camp_7066,Lỗ,70.0,100.0,1.8247518640396407,48.72990074561586
9749,41,45,450000,6323610,6773610,67736.1,-382263.9,-0.8494753333333334,1.0,1.0,10000.0,10000.0,2255.75,-17744.25,5255.75,-14744.25,0.0,0.0,44.0,6218035.0,141318.97727272726,0.0,0.024390243902439025,0.9777777777777777,Camp_9749,Lỗ,70.0,100.0,1.7802969650388147,48.71211878601552
9499,20,7,70000,1238892,1308892,13088.92,-56911.08,-0.8130154285714286,1.0,1.0,10000.0,15000.0,4448.16,-20551.84,14661.550000000001,-67338.45,0.0,0.0,6.0,1059227.0,176537.83333333334,0.0,0.05,0.8571428571428571,Camp_9499,Lỗ,70.0,100.0,1.7244365401064061,48.68977461604256
7444,37,5,100000,1568000,1668000,16680.0,-83320.0,-0.8332,1.0,1.0,20000.0,219000.0,35363.11,-203636.89,156960.09,-392039.91000000003,0.0,0.0,4.0,1288000.0,322000.0,0.0,0.02702702702702703,0.8,Camp_7444,Lỗ,70.0,100.0,1.5139827293681474,48.60559309174726
7437,46,5,750000,11492000,12242000,122420.0,-627580.0,-0.8367733333333334,1.0,1.0,150000.0,300000.0,63512.4,-386487.6,63512.4,-386487.6,0.0,0.0,4.0,9660760.0,2415190.0,0.0,0.021739130434782608,0.8,Camp_7437,Lỗ,70.0,100.0,1.4804353058973045,48.59217412235892
8515,50,50,940000,9573536,10513536,105135.36,-834864.64,-0.8881538723404255,1.0,1.0,10000.0,0.0,8207.12,-1792.8799999999992,14919.050000000001,-5080.949999999999,0.0,0.0,49.0,9426561.0,192378.79591836734,0.0,0.02,0.98,Camp_8515,Lỗ,70.0,100.0,1.469561275317155,48.587824510126865
8466,8,5,150000,352500,502500,5025.0,-144975.0,-0.9665,2.0,1.0,50000.0,10000.0,6560.0,-53440.0,32572.87,-61427.130000000005,0.5,0.0,3.0,229500.0,76500.0,0.0,0.25,0.6,Camp_8466,Lỗ,85.00000000000001,72.3404255319149,0.2625261392571329,48.57309556208584
9909,2,2,60000,895000,955000,9550.0,-50450.0,-0.8408333333333333,1.0,1.0,30000.0,0.0,4180.0,-25820.0,4680.0,-25320.0,0.0,0.0,1.0,518000.0,518000.0,0.0,0.5,0.5,Camp_9909,Lỗ,70.0,100.0,1.4108855623587662,48.56435422494351
9651,98,578,14450000,90147705,104597705,1045977.05,-13404022.95,-0.927614044982699,185.0,0.9405405405405406,4625000.0,17114500.0,1206552.24,-20532947.76,1257432.1,-20736067.9,0.02702702702702703,0.16216216216216217,393.0,64155696.0,163246.04580152672,0.0,1.8877551020408163,0.6799307958477508,Camp_9651,Lỗ,64.5945945945946,100.0,6.63137004560323,48.49038585607913
7834,210,13,390000,4113200,4503200,45032.0,-344968.0,-0.8845333333333333,1.0,1.0,30000.0,70000.0,17819.0,-82181.0,17819.0,-82181.0,0.0,0.0,12.0,3700300.0,308358.3333333333,0.0,0.004761904761904762,0.9230769230769231,Camp_7834,Lỗ,70.0,100.0,1.115873756088818,48.446349502435524
10198,5,2,30000,341000,371000,3710.0,-26290.0,-0.8763333333333333,1.0,1.0,15000.0,0.0,5920.0,-9080.0,5920.0,-9080.0,0.0,0.0,1.0,174000.0,174000.0,0.0,0.2,0.5,Camp_10198,Lỗ,70.0,100.0,1.0776019243322021,48.43104076973288
7059,40,3,450000,4912840,5362840,53628.4,-396371.6,-0.8808257777777777,2.0,1.0,300000.0,50000.0,65226.0,-284774.0,67630.48999999999,-302369.51,0.0,0.0,1.0,1619000.0,1619000.0,0.0,0.05,0.3333333333333333,Camp_7059,Lỗ,70.0,100.0,1.0459034233087308,48.41836136932349
